pollutant,revoked_naaqs,state_name,st_abbr,fips_state,fips_cnty,countyname,pw_1992,pw_1993,pw_1994,pw_1995,pw_1996,pw_1997,pw_1998,pw_1999,pw_2000,pw_2001,pw_2002,pw_2003,pw_2004,pw_2005,pw_2006,pw_2007,pw_2008,pw_2009,pw_2010,pw_2011,pw_2012,pw_2013,pw_2014,pw_2015,pw_2016,pw_2017,pw_2018,pw_2019,pw_2020,pw_2021,pw_2022,exportdt
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,73,Gloucester Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,650,Hampton,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,650,Hampton,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,85,Hanover Co,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,85,Hanover Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,87,Henrico Co,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,87,Henrico Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,670,Hopewell,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,670,Hopewell,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,93,Isle Of Wight Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,95,James City Co,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,95,James City Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,107,Loudoun Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,107,Loudoun Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,VIRGINIA,VA,51,107,Loudoun Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,2022/4/30
8-Hour Ozone (2015),,VIRGINIA,VA,51,107,Loudoun Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,VIRGINIA,VA,51,107,Loudoun Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,113,Madison Co,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,683,Manassas,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,683,Manassas,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,VIRGINIA,VA,51,683,Manassas,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,2022/4/30
PM-2.5 (1997),,VIRGINIA,VA,51,683,Manassas,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,685,Manassas Park,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,685,Manassas Park,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,VIRGINIA,VA,51,685,Manassas Park,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,2022/4/30
PM-2.5 (1997),,VIRGINIA,VA,51,685,Manassas Park,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
8-Hour Ozone (2015),,VIRGINIA,VA,51,685,Manassas Park city,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,VIRGINIA,VA,51,683,Manassas city,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,700,Newport News,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,700,Newport News,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,710,Norfolk,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,710,Norfolk,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,139,Page Co,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,730,Petersburg,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,735,Poquoson,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,735,Poquoson,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,740,Portsmouth,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,740,Portsmouth,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,149,Prince George Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,153,Prince William Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,153,Prince William Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,VIRGINIA,VA,51,153,Prince William Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,2022/4/30
8-Hour Ozone (2015),,VIRGINIA,VA,51,153,Prince William Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,VIRGINIA,VA,51,153,Prince William Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,760,Richmond,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,760,Richmond,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,173,Smyth Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,177,Spotsylvania Co,,,,,,,,,,,,,W,W,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,179,Stafford Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,179,Stafford Co,,,,,,,,,,,,,W,W,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,800,Suffolk,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,800,Suffolk,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,810,Virginia Beach,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,810,Virginia Beach,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,830,Williamsburg,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,830,Williamsburg,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,199,York Co,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,199,York Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,WASHINGTON,WA,53,11,Clark Co,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
Carbon Monoxide (1971),,WASHINGTON,WA,53,11,Clark Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,WASHINGTON,WA,53,33,King Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
Carbon Monoxide (1971),,WASHINGTON,WA,53,33,King Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,WASHINGTON,WA,53,33,King Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,WASHINGTON,WA,53,53,Pierce Co,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
Carbon Monoxide (1971),,WASHINGTON,WA,53,53,Pierce Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,WASHINGTON,WA,53,53,Pierce Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,WASHINGTON,WA,53,53,Pierce Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,WASHINGTON,WA,53,61,Snohomish Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
Carbon Monoxide (1971),,WASHINGTON,WA,53,61,Snohomish Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
Carbon Monoxide (1971),,WASHINGTON,WA,53,63,Spokane Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,WASHINGTON,WA,53,63,Spokane Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,WASHINGTON,WA,53,67,Thurston Co,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,WASHINGTON,WA,53,71,Walla Walla Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2022/4/30
Sulfur Dioxide (2010),,WASHINGTON,WA,53,73,Whatcom Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,2022/4/30
Carbon Monoxide (1971),,WASHINGTON,WA,53,77,Yakima Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,WASHINGTON,WA,53,77,Yakima Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2022/4/30
Sulfur Dioxide (1971),,WISCONSIN,WI,55,25,Dane Co,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,WISCONSIN,WI,55,29,Door Co,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,WISCONSIN,WI,55,29,Door Co,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2015),,WISCONSIN,WI,55,29,Door Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,P,,2022/4/30
1-Hour Ozone (1979),Revoked,WISCONSIN,WI,55,59,Kenosha Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,WISCONSIN,WI,55,59,Kenosha Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2008),,WISCONSIN,WI,55,59,Kenosha Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,,2022/4/30
8-Hour Ozone (2015),,WISCONSIN,WI,55,59,Kenosha Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,WISCONSIN,WI,55,61,Kewaunee Co,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,WISCONSIN,WI,55,61,Kewaunee Co,,,,,,,,,,,,,W,W,W,W,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,WISCONSIN,WI,55,71,Manitowoc Co,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,WISCONSIN,WI,55,71,Manitowoc Co,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2015),,WISCONSIN,WI,55,71,Manitowoc Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,,2022/4/30
Sulfur Dioxide (1971),,WISCONSIN,WI,55,73,Marathon Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,WISCONSIN,WI,55,79,Milwaukee Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,WISCONSIN,WI,55,79,Milwaukee Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2015),,WISCONSIN,WI,55,79,Milwaukee Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (2006),,WISCONSIN,WI,55,79,Milwaukee Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,2022/4/30
Sulfur Dioxide (1971),,WISCONSIN,WI,55,79,Milwaukee Co,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
Sulfur Dioxide (1971),,WISCONSIN,WI,55,85,Oneida Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
Sulfur Dioxide (2010),,WISCONSIN,WI,55,85,Oneida Co,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,,2022/4/30
1-Hour Ozone (1979),Revoked,WISCONSIN,WI,55,89,Ozaukee Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,WISCONSIN,WI,55,89,Ozaukee Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2015),,WISCONSIN,WI,55,89,Ozaukee Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,WISCONSIN,WI,55,101,Racine Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,WISCONSIN,WI,55,101,Racine Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,WISCONSIN,WI,55,101,Racine Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,2022/4/30
8-Hour Ozone (2015),,WISCONSIN,WI,55,101,Racine County,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,WISCONSIN,WI,55,117,Sheboygan Co,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,WISCONSIN,WI,55,117,Sheboygan Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,2022/4/30
8-Hour Ozone (2008),,WISCONSIN,WI,55,117,Sheboygan Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,2022/4/30
8-Hour Ozone (2015),,WISCONSIN,WI,55,117,Sheboygan Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,WISCONSIN,WI,55,127,Walworth Co,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,WISCONSIN,WI,55,131,Washington Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,WISCONSIN,WI,55,131,Washington Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2015),,WISCONSIN,WI,55,131,Washington County,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,WISCONSIN,WI,55,133,Waukesha Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,WISCONSIN,WI,55,133,Waukesha Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,,,2022/4/30
PM-2.5 (2006),,WISCONSIN,WI,55,133,Waukesha Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,2022/4/30
8-Hour Ozone (2015),,WISCONSIN,WI,55,133,Waukesha County,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
PM-2.5 (1997),,WEST VIRGINIA,WV,54,3,Berkeley Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,WEST VIRGINIA,WV,54,9,Brooke Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
PM-10 (1987),,WEST VIRGINIA,WV,54,9,Brooke Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,WEST VIRGINIA,WV,54,9,Brooke Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
PM-2.5 (2006),,WEST VIRGINIA,WV,54,9,Brooke Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,2022/4/30
Sulfur Dioxide (2010),,WEST VIRGINIA,WV,54,9,Brooke Co,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,,,,2022/4/30
1-Hour Ozone (1979),Revoked,WEST VIRGINIA,WV,54,11,Cabell Co,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
